"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Cancer Sites"	"Cancer Sites Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Mortality Population	Mortality Age-Adjusted Rate	Incidence Counts	Incidence Age-Adjusted Rate
	"2006"	"2006"	"Louisiana"	"22"	"Lung and Bronchus"	"22030"	0.782	2654	4302665	61.475	3421	78.654
	"2006"	"2006"	"Louisiana"	"22"	"Melanoma of the Skin"	"25010"	0.160	97	4302665	2.253	607	14.050
	"2006"	"2006"	"Louisiana"	"22"	"Female Breast"	"26000-Female"	0.228	641	2204072	26.540	2768	116.316
	"2006"	"2006"	"Louisiana"	"22"	"Corpus Uteri"	"27020"	0.100	41	2204072	1.667	404	16.615
	"2006"	"2006"	"Louisiana"	"22"	"Prostate"	"28010"	0.182	459	2098593	30.383	3283	167.068
	"2006"	"2006"	"Louisiana"	"22"	"Urinary Bladder"	"29010"	0.257	194	4302665	4.712	785	18.338
	"2006"	"2006"	"Louisiana"	"22"	"Kidney and Renal Pelvis"	"29020"	0.277	223	4302665	5.172	826	18.684
	"2006"	"2006"	"Louisiana"	"22"	"Thyroid"	"32010"	0.053	19	4302665	0.451	371	8.515
	"2006"	"2006"	"Louisiana"	"22"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.371	324	4302665	7.742	902	20.843
	"2006"	"2006"	"Louisiana"	"22"	"Leukemias"	"35011-35043"	0.629	302	4302665	7.178	488	11.405
	"2006"	"2006"	"Maine"	"23"	"Colon and Rectum"	"21041-21052"	0.335	275	1323619	16.993	814	50.774
	"2006"	"2006"	"Maine"	"23"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.977	78	1323619	4.731	80	4.844
	"2006"	"2006"	"Maine"	"23"	"Pancreas"	"21100"	0.897	172	1323619	10.576	189	11.797
	"2006"	"2006"	"Maine"	"23"	"Lung and Bronchus"	"22030"	0.754	971	1323619	60.835	1279	80.682
	"2006"	"2006"	"Maine"	"23"	"Melanoma of the Skin"	"25010"	0.152	51	1323619	3.278	333	21.548
	"2006"	"2006"	"Maine"	"23"	"Female Breast"	"26000-Female"	0.163	193	676157	21.249	1109	130.298
	"2006"	"2006"	"Maine"	"23"	"Corpus Uteri"	"27020"	0.069	22	676157	2.397	301	34.843
	"2006"	"2006"	"Maine"	"23"	"Prostate"	"28010"	0.138	148	647462	23.960	1286	174.002
	"2006"	"2006"	"Maine"	"23"	"Urinary Bladder"	"29010"	0.198	99	1323619	6.107	495	30.838
	"2006"	"2006"	"Maine"	"23"	"Kidney and Renal Pelvis"	"29020"	0.262	70	1323619	4.321	260	16.470
	"2006"	"2006"	"Maine"	"23"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.291	99	1323619	6.265	337	21.517
	"2006"	"2006"	"Maine"	"23"	"Leukemias"	"35011-35043"	0.379	103	1323619	6.496	264	17.140
	"2006"	"2006"	"Maryland"	"24"	"Colon and Rectum"	"21041-21052"	0.414	1015	5627367	18.429	2501	44.530
	"2006"	"2006"	"Maryland"	"24"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.996	291	5627367	5.045	295	5.068
	"2006"	"2006"	"Maryland"	"24"	"Pancreas"	"21100"	0.952	638	5627367	11.634	676	12.217
	"2006"	"2006"	"Maryland"	"24"	"Lung and Bronchus"	"22030"	0.781	2902	5627367	53.021	3773	67.928
	"2006"	"2006"	"Maryland"	"24"	"Melanoma of the Skin"	"25010"	0.150	172	5627367	3.053	1174	20.391
	"2006"	"2006"	"Maryland"	"24"	"Female Breast"	"26000-Female"	0.208	808	2907963	24.999	3822	120.188
	"2006"	"2006"	"Maryland"	"24"	"Corpus Uteri"	"27020"	0.111	76	2907963	2.465	712	22.136
	"2006"	"2006"	"Maryland"	"24"	"Prostate"	"28010"	0.160	531	2719404	26.478	4195	165.470
	"2006"	"2006"	"Maryland"	"24"	"Urinary Bladder"	"29010"	0.242	244	5627367	4.508	1017	18.650
	"2006"	"2006"	"Maryland"	"24"	"Kidney and Renal Pelvis"	"29020"	0.255	200	5627367	3.537	794	13.895
	"2006"	"2006"	"Maryland"	"24"	"Thyroid"	"32010"	0.052	32	5627367	0.567	643	10.973
	"2006"	"2006"	"Maryland"	"24"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.341	312	5627367	5.770	955	16.934
	"2006"	"2006"	"Maryland"	"24"	"Leukemias"	"35011-35043"	0.667	372	5627367	6.831	568	10.238
	"2006"	"2006"	"Massachusetts"	"25"	"Colon and Rectum"	"21041-21052"	0.351	1244	6410084	17.121	3468	48.724
	"2006"	"2006"	"Massachusetts"	"25"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.736	392	6410084	5.476	529	7.444
	"2006"	"2006"	"Massachusetts"	"25"	"Pancreas"	"21100"	0.841	812	6410084	11.371	959	13.516
	"2006"	"2006"	"Massachusetts"	"25"	"Lung and Bronchus"	"22030"	0.728	3722	6410084	52.881	5072	72.601
	"2006"	"2006"	"Massachusetts"	"25"	"Melanoma of the Skin"	"25010"	0.117	214	6410084	3.007	1785	25.781
	"2006"	"2006"	"Massachusetts"	"25"	"Female Breast"	"26000-Female"	0.176	968	3311185	23.428	5100	133.151
	"2006"	"2006"	"Massachusetts"	"25"	"Corpus Uteri"	"27020"	0.075	94	3311185	2.276	1175	30.363
	"2006"	"2006"	"Massachusetts"	"25"	"Prostate"	"28010"	0.143	672	3098899	24.608	5353	172.564
	"2006"	"2006"	"Massachusetts"	"25"	"Urinary Bladder"	"29010"	0.181	355	6410084	4.865	1897	26.860
	"2006"	"2006"	"Massachusetts"	"25"	"Kidney and Renal Pelvis"	"29020"	0.237	292	6410084	4.072	1191	17.152
	"2006"	"2006"	"Massachusetts"	"25"	"Thyroid"	"32010"	0.029	36	6410084	0.503	1167	17.412
	"2006"	"2006"	"Massachusetts"	"25"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.332	488	6410084	6.770	1427	20.389
	"2006"	"2006"	"Massachusetts"	"25"	"Leukemias"	"35011-35043"	0.581	520	6410084	7.306	866	12.580
	"2006"	"2006"	"Michigan"	"26"	"Colon and Rectum"	"21041-21052"	0.357	1877	10036081	17.622	5229	49.384
	"2006"	"2006"	"Michigan"	"26"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.924	588	10036081	5.424	638	5.869
	"2006"	"2006"	"Michigan"	"26"	"Pancreas"	"21100"	0.866	1250	10036081	11.731	1444	13.541
	"2006"	"2006"	"Michigan"	"26"	"Lung and Bronchus"	"22030"	0.740	5817	10036081	55.272	7891	74.689
	"2006"	"2006"	"Michigan"	"26"	"Melanoma of the Skin"	"25010"	0.140	254	10036081	2.402	1803	17.164
	"2006"	"2006"	"Michigan"	"26"	"Female Breast"	"26000-Female"	0.205	1493	5106621	25.042	7012	122.317
	"2006"	"2006"	"Michigan"	"26"	"Corpus Uteri"	"27020"	0.085	136	5106621	2.277	1564	26.882
	"2006"	"2006"	"Michigan"	"26"	"Prostate"	"28010"	0.129	903	4929460	22.540	8409	174.206
	"2006"	"2006"	"Michigan"	"26"	"Urinary Bladder"	"29010"	0.201	505	10036081	4.782	2505	23.777
	"2006"	"2006"	"Michigan"	"26"	"Kidney and Renal Pelvis"	"29020"	0.261	453	10036081	4.240	1726	16.253
	"2006"	"2006"	"Michigan"	"26"	"Thyroid"	"32010"	0.050	51	10036081	0.493	1016	9.807
	"2006"	"2006"	"Michigan"	"26"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.347	781	10036081	7.457	2263	21.471
	"2006"	"2006"	"Michigan"	"26"	"Leukemias"	"35011-35043"	0.561	875	10036081	8.420	1568	15.001
	"2006"	"2006"	"Minnesota"	"27"	"Colon and Rectum"	"21041-21052"	0.337	824	5163555	15.383	2406	45.586
	"2006"	"2006"	"Minnesota"	"27"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.945	229	5163555	4.315	247	4.568
	"2006"	"2006"	"Minnesota"	"27"	"Pancreas"	"21100"	1.045 (Unreliable)	565	5163555	10.622	532	10.165
	"2006"	"2006"	"Minnesota"	"27"	"Lung and Bronchus"	"22030"	0.805	2353	5163555	44.924	2902	55.808
	"2006"	"2006"	"Minnesota"	"27"	"Melanoma of the Skin"	"25010"	0.107	127	5163555	2.352	1154	21.901
	"2006"	"2006"	"Minnesota"	"27"	"Female Breast"	"26000-Female"	0.165	612	2600951	20.560	3538	124.482
	"2006"	"2006"	"Minnesota"	"27"	"Corpus Uteri"	"27020"	0.097	74	2600951	2.520	754	26.059
	"2006"	"2006"	"Minnesota"	"27"	"Prostate"	"28010"	0.121	484	2562604	23.215	4585	191.218
	"2006"	"2006"	"Minnesota"	"27"	"Urinary Bladder"	"29010"	0.174	210	5163555	3.940	1181	22.599
	"2006"	"2006"	"Minnesota"	"27"	"Kidney and Renal Pelvis"	"29020"	0.299	249	5163555	4.712	835	15.750
	"2006"	"2006"	"Minnesota"	"27"	"Thyroid"	"32010"	0.052	29	5163555	0.545	548	10.568
	"2006"	"2006"	"Minnesota"	"27"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.334	369	5163555	6.953	1099	20.830
	"2006"	"2006"	"Minnesota"	"27"	"Leukemias"	"35011-35043"	0.464	388	5163555	7.253	832	15.639
	"2006"	"2006"	"Mississippi"	"28"	"Colon and Rectum"	"21041-21052"	0.376	591	2904978	20.369	1603	54.195
	"2006"	"2006"	"Mississippi"	"28"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1.091 (Unreliable)	194	2904978	6.566	179	6.017
	"2006"	"2006"	"Mississippi"	"28"	"Pancreas"	"21100"	1.066 (Unreliable)	372	2904978	12.866	353	12.068
	"2006"	"2006"	"Mississippi"	"28"	"Lung and Bronchus"	"22030"	0.854	2004	2904978	67.824	2359	79.425
	"2006"	"2006"	"Mississippi"	"28"	"Melanoma of the Skin"	"25010"	0.159	71	2904978	2.440	445	15.322
	"2006"	"2006"	"Mississippi"	"28"	"Female Breast"	"26000-Female"	0.239	427	1496313	25.571	1733	106.871
	"2006"	"2006"	"Mississippi"	"28"	"Corpus Uteri"	"27020"	0.109	34	1496313	1.975	295	18.103
	"2006"	"2006"	"Mississippi"	"28"	"Prostate"	"28010"	0.193	357	1408665	35.117	2419	182.233
	"2006"	"2006"	"Mississippi"	"28"	"Urinary Bladder"	"29010"	0.231	114	2904978	4.006	504	17.370
	"2006"	"2006"	"Mississippi"	"28"	"Kidney and Renal Pelvis"	"29020"	0.284	132	2904978	4.531	476	15.928
	"2006"	"2006"	"Mississippi"	"28"	"Thyroid"	"32010"	0.072	17	2904978	0.582	235	8.119
	"2006"	"2006"	"Mississippi"	"28"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.360	182	2904978	6.304	519	17.512
	"2006"	"2006"	"Mississippi"	"28"	"Leukemias"	"35011-35043"	0.701	231	2904978	8.088	337	11.536
	"2006"	"2006"	"Missouri"	"29"	"Colon and Rectum"	"21041-21052"	0.346	1149	5842704	17.907	3308	51.717
	"2006"	"2006"	"Missouri"	"29"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.829	330	5842704	5.125	399	6.180
	"2006"	"2006"	"Missouri"	"29"	"Pancreas"	"21100"	0.898	724	5842704	11.263	801	12.536
	"2006"	"2006"	"Missouri"	"29"	"Lung and Bronchus"	"22030"	0.753	3933	5842704	61.702	5228	81.941
	"2006"	"2006"	"Missouri"	"29"	"Melanoma of the Skin"	"25010"	0.192	213	5842704	3.383	1093	17.655
	"2006"	"2006"	"Missouri"	"29"	"Female Breast"	"26000-Female"	0.209	906	2987563	25.353	4136	121.405
	"2006"	"2006"	"Missouri"	"29"	"Corpus Uteri"	"27020"	0.095	81	2987563	2.255	819	23.772
	"2006"	"2006"	"Missouri"	"29"	"Prostate"	"28010"	0.173	582	2855141	24.190	4047	139.666
	"2006"	"2006"	"Missouri"	"29"	"Urinary Bladder"	"29010"	0.216	274	5842704	4.277	1259	19.786
	"2006"	"2006"	"Missouri"	"29"	"Kidney and Renal Pelvis"	"29020"	0.251	297	5842704	4.599	1159	18.306
	"2006"	"2006"	"Missouri"	"29"	"Thyroid"	"32010"	0.033	23	5842704	0.360	647	10.765
	"2006"	"2006"	"Missouri"	"29"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.346	414	5842704	6.492	1177	18.759
	"2006"	"2006"	"Missouri"	"29"	"Leukemias"	"35011-35043"	0.603	545	5842704	8.617	895	14.283
	"2006"	"2006"	"Montana"	"30"	"Colon and Rectum"	"21041-21052"	0.388	200	952692	18.441	518	47.498
	"2006"	"2006"	"Montana"	"30"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1.079 (Unreliable)	46	952692	4.286	43	3.972
	"2006"	"2006"	"Montana"	"30"	"Pancreas"	"21100"	0.979	129	952692	11.836	133	12.084
	"2006"	"2006"	"Montana"	"30"	"Lung and Bronchus"	"22030"	0.725	521	952692	47.769	714	65.917
	"2006"	"2006"	"Montana"	"30"	"Melanoma of the Skin"	"25010"	0.135	29	952692	2.651	208	19.651
	"2006"	"2006"	"Montana"	"30"	"Female Breast"	"26000-Female"	0.153	113	475341	18.865	694	123.431
	"2006"	"2006"	"Montana"	"30"	"Prostate"	"28010"	0.164	129	477351	28.547	928	174.068
	"2006"	"2006"	"Montana"	"30"	"Urinary Bladder"	"29010"	0.166	40	952692	3.656	242	22.032
	"2006"	"2006"	"Montana"	"30"	"Kidney and Renal Pelvis"	"29020"	0.337	42	952692	3.772	124	11.201
	"2006"	"2006"	"Montana"	"30"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.310	69	952692	6.311	218	20.336
	"2006"	"2006"	"Montana"	"30"	"Leukemias"	"35011-35043"	0.528	90	952692	8.304	165	15.728
	"2006"	"2006"	"Nebraska"	"31"	"Colon and Rectum"	"21041-21052"	0.345	382	1772693	19.288	1075	55.874
	"2006"	"2006"	"Nebraska"	"31"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1.023 (Unreliable)	82	1772693	4.267	80	4.173
	"2006"	"2006"	"Nebraska"	"31"	"Pancreas"	"21100"	0.952	222	1772693	11.413	230	11.991
	"2006"	"2006"	"Nebraska"	"31"	"Lung and Bronchus"	"22030"	0.745	904	1772693	47.450	1203	63.710
	"2006"	"2006"	"Nebraska"	"31"	"Melanoma of the Skin"	"25010"	0.174	58	1772693	3.044	322	17.518
	"2006"	"2006"	"Nebraska"	"31"	"Female Breast"	"26000-Female"	0.153	215	894687	19.946	1300	130.548
	"2006"	"2006"	"Nebraska"	"31"	"Corpus Uteri"	"27020"	0.125	31	894687	2.752	225	22.078
	"2006"	"2006"	"Nebraska"	"31"	"Prostate"	"28010"	0.146	183	878006	23.531	1372	161.462
	"2006"	"2006"	"Nebraska"	"31"	"Urinary Bladder"	"29010"	0.209	86	1772693	4.252	391	20.308
	"2006"	"2006"	"Nebraska"	"31"	"Kidney and Renal Pelvis"	"29020"	0.279	86	1772693	4.508	304	16.169
	"2006"	"2006"	"Nebraska"	"31"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.347	145	1772693	7.332	400	21.100
	"2006"	"2006"	"Nebraska"	"31"	"Leukemias"	"35011-35043"	0.457	144	1772693	7.417	310	16.240
	"2006"	"2006"	"Nevada"	"32"	"Colon and Rectum"	"21041-21052"	0.367	403	2522658	18.216	1162	49.675
	"2006"	"2006"	"Nevada"	"32"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.827	146	2522658	6.110	182	7.386
	"2006"	"2006"	"Nevada"	"32"	"Pancreas"	"21100"	0.850	249	2522658	10.931	300	12.865
	"2006"	"2006"	"Nevada"	"32"	"Lung and Bronchus"	"22030"	0.752	1307	2522658	56.183	1783	74.725
	"2006"	"2006"	"Nevada"	"32"	"Melanoma of the Skin"	"25010"	0.168	56	2522658	2.367	345	14.119
	"2006"	"2006"	"Nevada"	"32"	"Female Breast"	"26000-Female"	0.185	254	1243993	20.596	1435	111.491
	"2006"	"2006"	"Nevada"	"32"	"Corpus Uteri"	"27020"	0.070	17	1243993	1.239	234	17.638
	"2006"	"2006"	"Nevada"	"32"	"Prostate"	"28010"	0.181	217	1278665	25.890	1688	142.709
	"2006"	"2006"	"Nevada"	"32"	"Urinary Bladder"	"29010"	0.233	118	2522658	5.513	542	23.614
	"2006"	"2006"	"Nevada"	"32"	"Kidney and Renal Pelvis"	"29020"	0.265	80	2522658	3.663	343	13.824
	"2006"	"2006"	"Nevada"	"32"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.355	146	2522658	6.480	438	18.269
	"2006"	"2006"	"Nevada"	"32"	"Leukemias"	"35011-35043"	0.513	143	2522658	6.483	302	12.637
	"2006"	"2006"	"New Hampshire"	"33"	"Colon and Rectum"	"21041-21052"	0.386	241	1308389	17.418	624	45.132
	"2006"	"2006"	"New Hampshire"	"33"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1.122 (Unreliable)	67	1308389	4.867	61	4.340
	"2006"	"2006"	"New Hampshire"	"33"	"Pancreas"	"21100"	0.937	171	1308389	12.231	185	13.054
	"2006"	"2006"	"New Hampshire"	"33"	"Lung and Bronchus"	"22030"	0.732	709	1308389	51.874	982	70.907
	"2006"	"2006"	"New Hampshire"	"33"	"Melanoma of the Skin"	"25010"	0.115	48	1308389	3.343	404	29.168
	"2006"	"2006"	"New Hampshire"	"33"	"Female Breast"	"26000-Female"	0.155	165	662773	20.865	1021	134.473
	"2006"	"2006"	"New Hampshire"	"33"	"Corpus Uteri"	"27020"	0.069	17	662773	2.139	242	30.802
	"2006"	"2006"	"New Hampshire"	"33"	"Prostate"	"28010"	0.149	129	645616	24.792	1090	166.307
	"2006"	"2006"	"New Hampshire"	"33"	"Urinary Bladder"	"29010"	0.162	63	1308389	4.658	393	28.747
	"2006"	"2006"	"New Hampshire"	"33"	"Kidney and Renal Pelvis"	"29020"	0.282	53	1308389	3.819	194	13.518
	"2006"	"2006"	"New Hampshire"	"33"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.258	68	1308389	5.109	277	19.779
	"2006"	"2006"	"New Hampshire"	"33"	"Leukemias"	"35011-35043"	0.509	97	1308389	7.016	188	13.781
	"2006"	"2006"	"New Jersey"	"34"	"Colon and Rectum"	"21041-21052"	0.367	1773	8661679	18.753	4788	51.162
	"2006"	"2006"	"New Jersey"	"34"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.818	492	8661679	5.169	599	6.321
	"2006"	"2006"	"New Jersey"	"34"	"Pancreas"	"21100"	0.900	1070	8661679	11.426	1189	12.702
	"2006"	"2006"	"New Jersey"	"34"	"Lung and Bronchus"	"22030"	0.715	4403	8661679	47.289	6135	66.126
	"2006"	"2006"	"New Jersey"	"34"	"Melanoma of the Skin"	"25010"	0.121	247	8661679	2.667	2027	22.040
	"2006"	"2006"	"New Jersey"	"34"	"Female Breast"	"26000-Female"	0.211	1450	4448099	27.079	6566	128.545
	"2006"	"2006"	"New Jersey"	"34"	"Corpus Uteri"	"27020"	0.075	119	4448099	2.201	1511	29.209
	"2006"	"2006"	"New Jersey"	"34"	"Prostate"	"28010"	0.116	764	4213580	21.338	7563	183.445
	"2006"	"2006"	"New Jersey"	"34"	"Urinary Bladder"	"29010"	0.191	484	8661679	5.164	2523	27.089
	"2006"	"2006"	"New Jersey"	"34"	"Kidney and Renal Pelvis"	"29020"	0.219	322	8661679	3.423	1451	15.614
	"2006"	"2006"	"New Jersey"	"34"	"Thyroid"	"32010"	0.038	52	8661679	0.569	1351	14.971
	"2006"	"2006"	"New Jersey"	"34"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.321	661	8661679	7.053	2039	21.988
	"2006"	"2006"	"New Jersey"	"34"	"Leukemias"	"35011-35043"	0.470	629	8661679	6.770	1326	14.404
	"2006"	"2006"	"New Mexico"	"35"	"Colon and Rectum"	"21041-21052"	0.369	308	1962137	15.517	848	42.072
	"2006"	"2006"	"New Mexico"	"35"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.730	116	1962137	5.630	161	7.713
	"2006"	"2006"	"New Mexico"	"35"	"Pancreas"	"21100"	0.923	198	1962137	9.905	219	10.732
	"2006"	"2006"	"New Mexico"	"35"	"Lung and Bronchus"	"22030"	0.746	694	1962137	34.786	940	46.642
	"2006"	"2006"	"New Mexico"	"35"	"Melanoma of the Skin"	"25010"	0.202	67	1962137	3.473	351	17.202
	"2006"	"2006"	"New Mexico"	"35"	"Female Breast"	"26000-Female"	0.196	230	993969	21.017	1168	107.237
	"2006"	"2006"	"New Mexico"	"35"	"Corpus Uteri"	"27020"	0.088	17	993969	1.577	198	18.014
	"2006"	"2006"	"New Mexico"	"35"	"Prostate"	"28010"	0.186	210	968168	27.731	1438	148.717
	"2006"	"2006"	"New Mexico"	"35"	"Urinary Bladder"	"29010"	0.189	54	1962137	2.795	295	14.815
	"2006"	"2006"	"New Mexico"	"35"	"Kidney and Renal Pelvis"	"29020"	0.315	85	1962137	4.251	281	13.482
	"2006"	"2006"	"New Mexico"	"35"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.403	126	1962137	6.425	322	15.935
	"2006"	"2006"	"New Mexico"	"35"	"Leukemias"	"35011-35043"	0.449	114	1962137	5.835	261	13.003
	"2006"	"2006"	"New York"	"36"	"Colon and Rectum"	"21041-21052"	0.349	3536	19104631	17.058	10059	48.837
	"2006"	"2006"	"New York"	"36"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.734	1149	19104631	5.549	1575	7.565
	"2006"	"2006"	"New York"	"36"	"Pancreas"	"21100"	0.831	2272	19104631	10.961	2730	13.191
	"2006"	"2006"	"New York"	"36"	"Lung and Bronchus"	"22030"	0.685	9176	19104631	44.754	13348	65.337
	"2006"	"2006"	"New York"	"36"	"Melanoma of the Skin"	"25010"	0.128	467	19104631	2.275	3593	17.729
	"2006"	"2006"	"New York"	"36"	"Female Breast"	"26000-Female"	0.181	2729	9871401	23.085	14271	127.438
	"2006"	"2006"	"New York"	"36"	"Corpus Uteri"	"27020"	0.087	289	9871401	2.425	3200	27.901
	"2006"	"2006"	"New York"	"36"	"Prostate"	"28010"	0.124	1731	9233230	22.300	16097	179.470
	"2006"	"2006"	"New York"	"36"	"Urinary Bladder"	"29010"	0.176	885	19104631	4.259	4967	24.146
	"2006"	"2006"	"New York"	"36"	"Kidney and Renal Pelvis"	"29020"	0.215	725	19104631	3.500	3334	16.290
	"2006"	"2006"	"New York"	"36"	"Thyroid"	"32010"	0.040	113	19104631	0.544	2670	13.429
	"2006"	"2006"	"New York"	"36"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.308	1383	19104631	6.728	4457	21.868
	"2006"	"2006"	"New York"	"36"	"Leukemias"	"35011-35043"	0.472	1399	19104631	6.842	2926	14.497
	"2006"	"2006"	"North Carolina"	"37"	"Colon and Rectum"	"21041-21052"	0.349	1501	8917270	16.699	4405	47.868
	"2006"	"2006"	"North Carolina"	"37"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.984	448	8917270	4.875	462	4.952
	"2006"	"2006"	"North Carolina"	"37"	"Pancreas"	"21100"	0.929	1019	8917270	11.193	1103	12.052
	"2006"	"2006"	"North Carolina"	"37"	"Lung and Bronchus"	"22030"	0.766	5373	8917270	58.993	7086	77.056
	"2006"	"2006"	"North Carolina"	"37"	"Melanoma of the Skin"	"25010"	0.164	290	8917270	3.172	1778	19.395
	"2006"	"2006"	"North Carolina"	"37"	"Female Breast"	"26000-Female"	0.189	1241	4563152	24.036	6433	126.995
	"2006"	"2006"	"North Carolina"	"37"	"Corpus Uteri"	"27020"	0.121	131	4563152	2.516	1085	20.870
	"2006"	"2006"	"North Carolina"	"37"	"Prostate"	"28010"	0.173	903	4354118	28.564	6920	165.101
	"2006"	"2006"	"North Carolina"	"37"	"Urinary Bladder"	"29010"	0.199	356	8917270	4.067	1838	20.411
	"2006"	"2006"	"North Carolina"	"37"	"Kidney and Renal Pelvis"	"29020"	0.245	375	8917270	4.138	1571	16.910
	"2006"	"2006"	"North Carolina"	"37"	"Thyroid"	"32010"	0.033	33	8917270	0.373	1027	11.209
	"2006"	"2006"	"North Carolina"	"37"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.369	589	8917270	6.631	1638	17.973
	"2006"	"2006"	"North Carolina"	"37"	"Leukemias"	"35011-35043"	0.561	650	8917270	7.349	1179	13.091
	"2006"	"2006"	"North Dakota"	"38"	"Colon and Rectum"	"21041-21052"	0.366	147	649422	18.469	385	50.493
	"2006"	"2006"	"North Dakota"	"38"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.852	29	649422	3.796	34	4.457
	"2006"	"2006"	"North Dakota"	"38"	"Pancreas"	"21100"	0.985	93	649422	12.216	93	12.408
	"2006"	"2006"	"North Dakota"	"38"	"Lung and Bronchus"	"22030"	0.861	353	649422	47.371	404	55.023
	"2006"	"2006"	"North Dakota"	"38"	"Melanoma of the Skin"	"25010"	0.142	17	649422	2.262	112	15.896
	"2006"	"2006"	"North Dakota"	"38"	"Female Breast"	"26000-Female"	0.160	84	322583	20.071	480	125.777
	"2006"	"2006"	"North Dakota"	"38"	"Corpus Uteri"	"27020"	0.137	16	322583	4.007	110	29.171
	"2006"	"2006"	"North Dakota"	"38"	"Prostate"	"28010"	0.147	88	326839	26.932	622	182.672
	"2006"	"2006"	"North Dakota"	"38"	"Urinary Bladder"	"29010"	0.179	34	649422	4.317	185	24.141
	"2006"	"2006"	"North Dakota"	"38"	"Kidney and Renal Pelvis"	"29020"	0.313	36	649422	4.880	113	15.578
	"2006"	"2006"	"North Dakota"	"38"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.379	53	649422	6.661	127	17.561
	"2006"	"2006"	"North Dakota"	"38"	"Leukemias"	"35011-35043"	0.512	67	649422	8.243	120	16.103
	"2006"	"2006"	"Ohio"	"39"	"Colon and Rectum"	"21041-21052"	0.371	2431	11481213	19.117	6496	51.520
	"2006"	"2006"	"Ohio"	"39"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.914	583	11481213	4.557	639	4.985
	"2006"	"2006"	"Ohio"	"39"	"Pancreas"	"21100"	0.924	1422	11481213	11.178	1539	12.099
	"2006"	"2006"	"Ohio"	"39"	"Lung and Bronchus"	"22030"	0.772	7455	11481213	59.182	9653	76.621
	"2006"	"2006"	"Ohio"	"39"	"Melanoma of the Skin"	"25010"	0.145	347	11481213	2.776	2350	19.137
	"2006"	"2006"	"Ohio"	"39"	"Female Breast"	"26000-Female"	0.220	1893	5883067	26.521	8199	120.527
	"2006"	"2006"	"Ohio"	"39"	"Corpus Uteri"	"27020"	0.085	157	5883067	2.204	1785	25.938
	"2006"	"2006"	"Ohio"	"39"	"Prostate"	"28010"	0.162	1184	5598146	24.890	8612	153.536
	"2006"	"2006"	"Ohio"	"39"	"Urinary Bladder"	"29010"	0.232	636	11481213	5.006	2718	21.536
	"2006"	"2006"	"Ohio"	"39"	"Kidney and Renal Pelvis"	"29020"	0.279	541	11481213	4.271	1928	15.331
	"2006"	"2006"	"Ohio"	"39"	"Thyroid"	"32010"	0.053	68	11481213	0.537	1203	10.094
	"2006"	"2006"	"Ohio"	"39"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.351	900	11481213	7.115	2523	20.258
	"2006"	"2006"	"Ohio"	"39"	"Leukemias"	"35011-35043"	0.615	939	11481213	7.489	1502	12.172
	"2006"	"2006"	"Oklahoma"	"40"	"Colon and Rectum"	"21041-21052"	0.344	657	3594090	17.200	1910	50.061
	"2006"	"2006"	"Oklahoma"	"40"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.714	188	3594090	4.841	263	6.785
	"2006"	"2006"	"Oklahoma"	"40"	"Pancreas"	"21100"	0.964	387	3594090	10.047	402	10.426
